2014/02/17 00:58:14.840 W M,2014,02,17,01,00,12,44392,41900,358.77,40.1,11.275,22.920,1008,39.8,40.4,11.7
2014/02/17 00:58:16.072 W M,2014,02,17,01,00,14,44392,41892,358.99,40.1,11.275,22.920,1008,39.7,40.4,11.7
2014/02/17 00:58:17.673 W M,2014,02,17,01,00,15,44392,41893,359.11,40.1,11.275,22.920,1008,39.8,40.4,11.7
2014/02/17 00:58:19.285 W M,2014,02,17,01,00,17,44392,41893,359.21,40.1,11.275,22.920,1008,39.8,40.4,11.7
2014/02/17 00:58:20.873 W M,2014,02,17,01,00,19,44392,41896,359.15,40.1,11.275,22.920,1008,39.8,40.5,11.7
2014/02/17 00:58:22.487 W M,2014,02,17,01,00,20,44392,41894,359.19,40.1,11.275,22.920,1008,39.8,40.5,11.7
2014/02/17 00:58:24.075 W M,2014,02,17,01,00,22,44392,41894,359.23,40.1,11.275,22.920,1008,39.8,40.4,11.7
2014/02/17 00:58:27.276 W M,2014,02,17,01,00,25,44392,41891,359.43,40.1,11.304,22.960,1008,39.7,40.4,11.7
2014/02/17 00:58:25.675 W M,2014,02,17,01,00,23,44392,41893,359.30,40.1,11.304,22.960,1008,39.7,40.4,11.7
2014/02/17 00:58:27.325 A M,2014,02,17,00,53,37,44392,41698,389.03,40.1,8.551,21.360,1018,39.8,40.5,11.7
2014/08/10 01:35:01.744 [pco2a:DLOGP4]:Instrument Stopped [Power Off]
2014/08/10 02:00:03.912 [pco2a:DLOGP4]:Instrument Started [Power On]
2014/02/17 00:58:27.366 A M,2014,02,17,00,53,38,44392,41694,389.26,40.1,8.551,21.360,1018,39.8,40.4,11.7
2014/02/17 00:58:27.408 A M,2014,02,17,00,53,40,44392,41692,389.54,40.1,8.411,21.360,1018,39.8,40.4,11.7
2014/02/17 00:58:27.450 A M,2014,02,17,00,53,42,44392,41695,389.65,40.1,8.411,21.360,1018,39.7,40.4,11.7
2014/02/17 00:58:27.491 A M,2014,02,17,00,53,43,44392,41698,389.59,40.1,8.432,21.400,1018,39.8,40.6,11.7
2014/02/17 00:58:27.533 A M,2014,02,17,00,53,45,44392,41699,389.51,40.1,8.432,21.400,1018,39.8,40.5,11.7
2014/02/17 00:58:27.575 A M,2014,02,17,00,53,46,44392,41697,389.53,40.1,8.432,21.400,1018,39.8,40.4,11.7
2014/02/17 00:58:27.616 A M,2014,02,17,00,53,48,44392,41694,389.67,40.1,8.432,21.400,1018,39.7,40.5,11.7
2014/02/17 00:58:27.658 A M,2014,02,17,00,53,50,44392,41694,389.79,40.1,8.432,21.400,1018,39.8,40.5,11.7
2014/02/17 01:58:14.785 W M,2014,02,17,02,00,12,44392,41898,358.84,40.1,11.304,22.960,1008,39.8,40.4,11.7
2014/02/17 01:58:16.003 W M,2014,02,17,02,00,14,44392,41896,358.86,40.1,11.275,22.920,1008,39.8,40.4,11.7
2014/02/17 01:58:17.604 W M,2014,02,17,02,00,15,44392,41898,358.79,40.1,11.275,22.920,1008,39.7,40.4,11.7
2014/02/17 01:58:19.204 W M,2014,02,17,02,00,17,44392,41898,358.73,40.1,11.275,22.920,1008,39.9,40.4,11.7
2014/02/17 01:58:20.805 W M,2014,02,17,02,00,19,44392,41900,358.60,40.1,11.275,22.920,1009,39.7,40.6,11.7
2014/02/17 01:58:22.405 W M,2014,02,17,02,00,20,44392,41901,358.47,40.1,11.275,22.920,1008,39.8,40.4,11.7
2014/02/17 01:58:24.006 W M,2014,02,17,02,00,22,44392,41895,358.62,40.1,11.304,22.960,1008,39.9,40.4,11.7
2014/02/17 01:58:25.619 W M,2014,02,17,02,00,23,44392,41898,358.61,40.1,11.304,22.960,1009,39.7,40.4,11.7
2014/02/17 01:58:27.208 W M,2014,02,17,02,00,25,44392,41901,358.47,40.1,11.304,22.960,1008,39.8,40.4,11.7
2014/02/17 01:58:27.256 A M,2014,02,17,01,53,37,44392,41706,387.53,40.1,8.692,21.360,1019,39.8,40.5,11.7
2014/02/17 01:58:27.298 A M,2014,02,17,01,53,38,44392,41713,387.25,40.1,8.692,21.360,1019,39.8,40.5,11.7
2014/02/17 01:58:27.339 A M,2014,02,17,01,53,40,44392,41708,387.25,40.1,8.551,21.360,1019,39.8,40.4,11.7
2014/02/17 01:58:27.381 A M,2014,02,17,01,53,42,44392,41709,387.16,40.1,8.551,21.360,1019,39.8,40.5,11.7
2014/02/17 01:58:27.422 A M,2014,02,17,01,53,43,44392,41712,386.99,40.1,8.551,21.360,1019,39.8,40.6,11.7
2014/02/17 01:58:27.464 A M,2014,02,17,01,53,45,44392,41711,386.93,40.1,8.573,21.400,1019,39.7,40.4,11.7
2014/02/17 01:58:27.506 A M,2014,02,17,01,53,46,44392,41711,386.91,40.1,8.551,21.360,1018,39.7,40.4,11.7
2014/02/17 01:58:27.547 A M,2014,02,17,01,53,48,44392,41717,386.63,40.1,8.573,21.400,1018,39.8,40.3,11.7
2014/02/17 01:58:27.589 A M,2014,02,17,01,53,50,44392,41711,386.68,40.1,8.432,21.400,1019,39.7,40.4,11.7
2014/02/17 02:58:14.702 W M,2014,02,17,03,00,12,44392,41895,358.32,40.1,11.275,22.920,1009,39.8,40.4,11.7
2014/02/17 02:58:15.958 W M,2014,02,17,03,00,14,44392,41892,358.56,40.1,11.275,22.920,1009,39.8,40.4,11.7
2014/02/17 02:58:17.535 W M,2014,02,17,03,00,15,44392,41898,358.47,40.1,11.275,22.920,1009,39.8,40.4,11.7
2014/02/17 02:58:19.135 W M,2014,02,17,03,00,17,44392,41900,358.32,40.1,11.275,22.920,1009,39.8,40.5,11.7
2014/02/17 02:58:20.736 W M,2014,02,17,03,00,19,44392,41900,358.20,40.1,11.275,22.920,1009,39.8,40.4,11.7
2014/02/17 02:58:22.336 W M,2014,02,17,03,00,20,44392,41905,357.89,40.1,11.275,22.920,1009,39.9,40.5,11.7
2014/02/17 02:58:23.937 W M,2014,02,17,03,00,22,44392,41898,357.97,40.1,11.304,22.960,1009,39.8,40.4,11.7
2014/02/17 02:58:25.538 W M,2014,02,17,03,00,23,44392,41903,357.81,40.1,11.304,22.960,1009,39.8,40.3,11.7
2014/02/17 02:58:27.151 W M,2014,02,17,03,00,25,44392,41899,357.86,40.1,11.275,22.920,1009,39.8,40.6,11.7
2014/08/10 01:35:01.744 [pco2a:DLOGP4]:Instrument Stopped [Power Off]
2014/08/10 02:00:03.912 [pco2a:DLOGP4]:Instrument Started [Power On]
2014/02/17 02:58:27.200 A M,2014,02,17,02,53,37,44392,41698,389.53,40.1,8.411,21.360,1019,39.9,40.4,11.7
2014/02/17 02:58:27.242 A M,2014,02,17,02,53,38,44392,41699,389.39,40.1,8.411,21.360,1019,39.8,40.5,11.7
2014/02/17 02:58:27.283 A M,2014,02,17,02,53,40,44392,41697,389.35,40.1,8.432,21.400,1019,39.8,40.4,11.7
2014/02/17 02:58:27.325 A M,2014,02,17,02,53,42,44392,41698,389.29,40.1,8.411,21.360,1019,39.8,40.5,11.7
2014/02/17 02:58:27.366 A M,2014,02,17,02,53,43,44392,41701,389.13,40.1,8.432,21.400,1018,39.8,40.6,11.7
2014/02/17 02:58:27.408 A M,2014,02,17,02,53,45,44392,41697,389.21,40.1,8.411,21.360,1018,39.8,40.4,11.7
2014/02/17 02:58:27.450 A M,2014,02,17,02,53,46,44392,41695,389.32,40.1,8.432,21.400,1019,39.8,40.5,11.7
2014/02/17 02:58:27.491 A M,2014,02,17,02,53,48,44392,41695,389.37,40.1,8.432,21.400,1019,39.7,40.5,11.7
2014/02/17 02:58:27.533 A M,2014,02,17,02,53,50,44392,41691,389.61,40.1,8.432,21.400,1019,39.8,40.5,11.7
2014/02/17 03:58:14.671 W M,2014,02,17,04,00,12,44392,41903,357.32,40.1,11.304,22.960,1009,39.8,40.4,11.7
2014/02/17 03:58:15.865 W M,2014,02,17,04,00,14,44392,41901,357.40,40.1,11.304,22.960,1009,39.8,40.5,11.7
2014/02/17 03:58:17.466 W M,2014,02,17,04,00,15,44392,41904,357.32,40.1,11.275,22.920,1009,39.8,40.4,11.7
2014/02/17 03:58:19.079 W M,2014,02,17,04,00,17,44392,41906,357.20,40.1,11.275,22.920,1009,39.7,40.4,11.7
2014/02/17 03:58:20.667 W M,2014,02,17,04,00,19,44392,41902,357.26,40.1,11.304,22.960,1009,39.8,40.3,11.7
2014/02/17 03:58:22.268 W M,2014,02,17,04,00,20,44392,41907,357.11,40.1,11.304,22.960,1009,39.8,40.4,11.7
2014/02/17 03:58:23.868 W M,2014,02,17,04,00,22,44392,41904,357.12,40.1,11.304,22.960,1009,39.8,40.4,11.7
2014/02/17 03:58:25.472 W M,2014,02,17,04,00,23,44392,41906,357.04,40.1,11.304,22.960,1009,39.8,40.5,11.7
2014/02/17 03:58:27.069 W M,2014,02,17,04,00,25,44392,41910,356.82,40.1,11.304,22.960,1009,39.8,40.6,11.7
2014/02/17 03:58:27.118 A M,2014,02,17,03,53,37,44392,41717,385.70,40.1,8.411,21.360,1019,39.8,40.5,11.7
2014/02/17 03:58:27.162 A M,2014,02,17,03,53,38,44392,41719,385.62,40.1,8.411,21.360,1019,39.7,40.5,11.7
2014/02/17 03:58:27.201 A M,2014,02,17,03,53,40,44392,41716,385.66,40.1,8.270,21.360,1019,40.0,40.4,11.7
2014/02/17 03:58:27.243 A M,2014,02,17,03,53,42,44392,41719,385.55,40.1,8.270,21.360,1019,39.8,40.5,11.7
2014/08/10 01:35:01.744 [pco2a:DLOGP4]:Instrument Stopped [Power Off]
2014/08/10 02:00:03.912 [pco2a:DLOGP4]:Instrument Started [Power On]
2014/02/17 03:58:27.284 A M,2014,02,17,03,53,43,44392,41712,385.80,40.1,8.291,21.400,1019,39.8,40.3,11.7
2014/02/17 03:58:27.326 A M,2014,02,17,03,53,45,44392,41716,385.82,40.1,8.270,21.360,1019,39.7,40.4,11.7
2014/02/17 03:58:27.368 A M,2014,02,17,03,53,46,44392,41716,385.82,40.1,8.149,21.400,1019,39.8,40.6,11.7
2014/02/17 03:58:27.409 A M,2014,02,17,03,53,48,44392,41717,385.82,40.1,8.149,21.400,1019,39.8,40.5,11.7
2014/02/17 03:58:27.452 A M,2014,02,17,03,53,50,44392,41712,386.03,40.1,8.149,21.400,1019,39.8,40.6,11.7
2014/02/17 04:58:14.565 W M,2014,02,17,05,00,12,44392,41904,356.87,40.1,11.304,22.960,1009,39.8,40.3,11.7
2014/02/17 04:58:15.796 W M,2014,02,17,05,00,14,44392,41910,356.66,40.1,11.304,22.960,1009,39.8,40.5,11.7
2014/02/17 04:58:17.402 W M,2014,02,17,05,00,15,44392,41904,356.76,40.1,11.304,22.960,1009,39.8,40.4,11.7
2014/02/17 04:58:18.998 W M,2014,02,17,05,00,17,44392,41906,356.76,40.1,11.304,22.960,1009,39.8,40.4,11.7
2014/02/17 04:58:20.611 W M,2014,02,17,05,00,19,44392,41909,356.62,40.1,11.304,22.960,1009,39.8,40.4,11.7
