
 subsite  | node  | sensor       | bin        | method      | time                  | deployment | internal_timestamp | port_timestamp        | preferred_timestamp | quality_flag | conductivity | date_time_string | dcl_controller_timestamp | pressure | temp
----------+-------+--------------+------------+-------------+-----------------------+------------+--------------------+-----------------------+---------------------+--------------+--------------+------------------+--------------------------+----------+---------
 CE02SHSM | RID27 | 03-CTDBPC000 | 3701635200 | telemetered | 3701698279.3059997559 |          5 |         3701698273 | 3701698279.3059997559 |      port_timestamp |           ok |       3.5976 |             null |                     null |    7.138 | 10.7897
 CE02SHSM | RID27 | 03-CTDBPC000 | 3701635200 | telemetered | 3701699172.2989997864 |          5 |         3701699166 | 3701699172.2989997864 |      port_timestamp |           ok |      3.59906 |             null |                     null |    7.273 | 10.8084
 CE02SHSM | RID27 | 03-CTDBPC000 | 3701635200 | telemetered | 3701700111.2989997864 |          5 |         3701700105 | 3701700111.2989997864 |      port_timestamp |           ok |      3.59803 |             null |                     null |    7.929 | 10.7976
 CE02SHSM | RID27 | 03-CTDBPC000 | 3701635200 | telemetered | 3701700925.3050003052 |          5 |         3701700919 | 3701700925.3050003052 |      port_timestamp |           ok |      3.59952 |             null |                     null |    7.657 |  10.815
 CE02SHSM | RID27 | 03-CTDBPC000 | 3701635200 | telemetered | 3701701963.3000001907 |          5 |         3701701957 | 3701701963.3000001907 |      port_timestamp |           ok |      3.60202 |             null |                     null |    7.021 | 10.8419
 CE02SHSM | RID27 | 03-CTDBPC000 | 3701635200 | telemetered | 3701702893.3000001907 |          5 |         3701702887 | 3701702893.3000001907 |      port_timestamp |           ok |      3.60373 |             null |                     null |    7.384 | 10.8564
 CE02SHSM | RID27 | 03-CTDBPC000 | 3701635200 | telemetered | 3701703735.3000001907 |          5 |         3701703729 | 3701703735.3000001907 |      port_timestamp |           ok |      3.59999 |             null |                     null |    6.889 | 10.8097
 CE02SHSM | RID27 | 03-CTDBPC000 | 3701635200 | telemetered | 3701704642.3000001907 |          5 |         3701704636 | 3701704642.3000001907 |      port_timestamp |           ok |       3.6048 |             null |                     null |    7.282 | 10.8677
 CE02SHSM | RID27 | 03-CTDBPC000 | 3701635200 | telemetered | 3701705564.3000001907 |          5 |         3701705558 | 3701705564.3000001907 |      port_timestamp |           ok |      3.60387 |             null |                     null |     7.06 | 10.8558
 CE02SHSM | RID27 | 03-CTDBPC000 | 3701635200 | telemetered | 3701706342.3010001183 |          5 |         3701706336 | 3701706342.3010001183 |      port_timestamp |           ok |      3.60524 |             null |                     null |    7.191 | 10.8732
