
 subsite  | node  | sensor       | bin        | method    | time                  | deployment | internal_timestamp | port_timestamp        | preferred_timestamp | quality_flag | conductivity | date_time_string | dcl_controller_timestamp | pressure | temp
----------+-------+--------------+------------+-----------+-----------------------+------------+--------------------+-----------------------+---------------------+--------------+--------------+------------------+--------------------------+----------+---------
 CE01ISSM | SBD17 | 06-CTDBPC000 | 3637699200 | recovered | 3637701022.7349996567 |          2 |         3637701015 | 3637701022.7349996567 |      port_timestamp |           ok |      3.60573 |             null |                     null |    1.259 | 12.4029
 CE01ISSM | SBD17 | 06-CTDBPC000 | 3637699200 | recovered | 3637704623.6830000877 |          2 |         3637704616 | 3637704623.6830000877 |      port_timestamp |           ok |      3.60514 |             null |                     null |     1.09 | 12.4097
 CE01ISSM | SBD17 | 06-CTDBPC000 | 3637699200 | recovered | 3637708223.9670000076 |          2 |         3637708216 | 3637708223.9670000076 |      port_timestamp |           ok |      3.60928 |             null |                     null |    1.016 |  12.425
 CE01ISSM | SBD17 | 06-CTDBPC000 | 3637699200 | recovered | 3637711822.9890003204 |          2 |         3637711815 | 3637711822.9890003204 |      port_timestamp |           ok |      3.59579 |             null |                     null |    1.122 | 12.3916
 CE01ISSM | SBD17 | 06-CTDBPC000 | 3637699200 | recovered | 3637715421.7530002594 |          2 |         3637715414 | 3637715421.7530002594 |      port_timestamp |           ok |      3.58877 |             null |                     null |    1.125 | 12.3262
 CE01ISSM | SBD17 | 06-CTDBPC000 | 3637699200 | recovered | 3637719022.3389997482 |          2 |         3637719014 | 3637719022.3389997482 |      port_timestamp |           ok |      3.60244 |             null |                     null |    1.127 | 12.3419
 CE01ISSM | SBD17 | 06-CTDBPC000 | 3637699200 | recovered | 3637722622.9070000648 |          2 |         3637722615 | 3637722622.9070000648 |      port_timestamp |           ok |      3.60959 |             null |                     null |    1.216 | 12.3346
 CE01ISSM | SBD17 | 06-CTDBPC000 | 3637699200 | recovered | 3637726221.7589998245 |          2 |         3637726214 | 3637726221.7589998245 |      port_timestamp |           ok |      3.60679 |             null |                     null |    1.352 | 12.3402
 CE01ISSM | SBD17 | 06-CTDBPC000 | 3637699200 | recovered | 3637729822.7469997406 |          2 |         3637729815 | 3637729822.7469997406 |      port_timestamp |           ok |      3.58044 |             null |                     null |    1.289 | 12.3899
 CE01ISSM | SBD17 | 06-CTDBPC000 | 3637699200 | recovered | 3637733422.6500000954 |          2 |         3637733415 | 3637733422.6500000954 |      port_timestamp |           ok |      3.54735 |             null |                     null |    1.225 | 12.3438
 CE01ISSM | SBD17 | 06-CTDBPC000 | 3637699200 | recovered | 3637737022.9630002975 |          2 |         3637737015 | 3637737022.9630002975 |      port_timestamp |           ok |      3.55116 |             null |                     null |    1.051 | 12.3335
