
 subsite  | node  | sensor       | bin        | method      | time                  | deployment | internal_timestamp | port_timestamp        | preferred_timestamp | quality_flag | conductivity | date_time_string | dcl_controller_timestamp | pressure | temp
----------+-------+--------------+------------+-------------+-----------------------+------------+--------------------+-----------------------+---------------------+--------------+--------------+------------------+--------------------------+----------+---------
 CE02SHSM | RID27 | 03-CTDBPC000 | 3704745600 | telemetered | 3704745620.3420000076 |          5 |         3704745613 | 3704745620.3420000076 |      port_timestamp |           ok |      3.64537 |             null |                     null |    6.817 | 11.0523
 CE02SHSM | RID27 | 03-CTDBPC000 | 3704745600 | telemetered | 3704745770.3350000381 |          5 |         3704745763 | 3704745770.3350000381 |      port_timestamp |           ok |      3.64258 |             null |                     null |    6.825 | 11.0167
 CE02SHSM | RID27 | 03-CTDBPC000 | 3704745600 | telemetered | 3704746672.3359999657 |          5 |         3704746665 | 3704746672.3359999657 |      port_timestamp |           ok |       3.6417 |             null |                     null |    6.556 | 11.0067
 CE02SHSM | RID27 | 03-CTDBPC000 | 3704745600 | telemetered | 3704749371.3380002975 |          5 |         3704749364 | 3704749371.3380002975 |      port_timestamp |           ok |      3.64707 |             null |                     null |    6.765 | 11.1567
 CE02SHSM | RID27 | 03-CTDBPC000 | 3704745600 | telemetered | 3704751172.3389997482 |          5 |         3704751165 | 3704751172.3389997482 |      port_timestamp |           ok |      3.64341 |             null |                     null |    6.174 | 11.1679
 CE02SHSM | RID27 | 03-CTDBPC000 | 3704745600 | telemetered | 3704754771.3389997482 |          5 |         3704754764 | 3704754771.3389997482 |      port_timestamp |           ok |      3.64118 |             null |                     null |    6.864 | 11.1219
 CE02SHSM | RID27 | 03-CTDBPC000 | 3704745600 | telemetered | 3704760171.3410000801 |          5 |         3704760164 | 3704760171.3410000801 |      port_timestamp |           ok |      3.63112 |             null |                     null |     7.04 |  10.988
 CE02SHSM | RID27 | 03-CTDBPC000 | 3704745600 | telemetered | 3704761069.3410000801 |          5 |         3704761062 | 3704761069.3410000801 |      port_timestamp |           ok |      3.63006 |             null |                     null |    7.018 | 11.0014
 CE02SHSM | RID27 | 03-CTDBPC000 | 3704745600 | telemetered | 3704761972.3420000076 |          5 |         3704761965 | 3704761972.3420000076 |      port_timestamp |           ok |      3.62831 |             null |                     null |    7.124 | 10.9883
 CE02SHSM | RID27 | 03-CTDBPC000 | 3704745600 | telemetered | 3704764672.3429999352 |          5 |         3704764665 | 3704764672.3429999352 |      port_timestamp |           ok |      3.62009 |             null |                     null |    6.746 | 10.8552
 CE02SHSM | RID27 | 03-CTDBPC000 | 3704745600 | telemetered | 3704765573.3429999352 |          5 |         3704765566 | 3704765573.3429999352 |      port_timestamp |           ok |      3.62067 |             null |                     null |    7.344 | 10.8651
 CE02SHSM | RID27 | 03-CTDBPC000 | 3704745600 | telemetered | 3704776373.3480000496 |          5 |         3704776366 | 3704776373.3480000496 |      port_timestamp |           ok |      3.60766 |             null |                     null |    6.879 | 10.6828
 CE02SHSM | RID27 | 03-CTDBPC000 | 3704745600 | telemetered | 3704788971.3509998322 |          5 |         3704788964 | 3704788971.3509998322 |      port_timestamp |           ok |      3.58829 |             null |                     null |    7.129 | 10.4278
 CE02SHSM | RID27 | 03-CTDBPC000 | 3704745600 | telemetered | 3704794371.3520002365 |          5 |         3704794364 | 3704794371.3520002365 |      port_timestamp |           ok |      3.58785 |             null |                     null |    7.104 | 10.3843
 CE02SHSM | RID27 | 03-CTDBPC000 | 3704745600 | telemetered | 3704795271.3520002365 |          5 |         3704795264 | 3704795271.3520002365 |      port_timestamp |           ok |      3.58829 |             null |                     null |    7.046 | 10.3989
 CE02SHSM | RID27 | 03-CTDBPC000 | 3704745600 | telemetered | 3704796171.3520002365 |          5 |         3704796164 | 3704796171.3520002365 |      port_timestamp |           ok |      3.58924 |             null |                     null |    6.785 | 10.3975
 CE02SHSM | RID27 | 03-CTDBPC000 | 3704745600 | telemetered | 3704797972.3540000916 |          5 |         3704797965 | 3704797972.3540000916 |      port_timestamp |           ok |      3.59216 |             null |                     null |     6.97 | 10.4189
 CE02SHSM | RID27 | 03-CTDBPC000 | 3704745600 | telemetered | 3704801571.3540000916 |          5 |         3704801564 | 3704801571.3540000916 |      port_timestamp |           ok |      3.59481 |             null |                     null |    6.924 | 10.4531
 CE02SHSM | RID27 | 03-CTDBPC000 | 3704745600 | telemetered | 3704812373.3579998016 |          5 |         3704812366 | 3704812373.3579998016 |      port_timestamp |           ok |      3.60103 |             null |                     null |    6.692 | 10.4881
 CE02SHSM | RID27 | 03-CTDBPC000 | 3704745600 | telemetered | 3704813270.3579998016 |          5 |         3704813263 | 3704813270.3579998016 |      port_timestamp |           ok |      3.60847 |             null |                     null |    6.699 | 10.6724
 CE02SHSM | RID27 | 03-CTDBPC000 | 3704745600 | telemetered | 3704824971.3599996567 |          5 |         3704824964 | 3704824971.3599996567 |      port_timestamp |           ok |      3.64479 |             null |                     null |     6.53 | 11.3302
 CE02SHSM | RID27 | 03-CTDBPC000 | 3704745600 | telemetered | 3704826772.3619999886 |          5 |         3704826765 | 3704826772.3619999886 |      port_timestamp |           ok |      3.62804 |             null |                     null |    6.275 | 11.1609
 CE02SHSM | RID27 | 03-CTDBPC000 | 3704745600 | telemetered | 3704829472.3629999161 |          5 |         3704829465 | 3704829472.3629999161 |      port_timestamp |           ok |      3.64971 |             null |                     null |    6.765 | 11.4976

(23 rows)
