
 subsite  | node  | sensor       | bin        | method      | time                  | deployment | internal_timestamp | port_timestamp        | preferred_timestamp | quality_flag | date_string | dcl_controller_timestamp | measurement_wavelength_beta | measurement_wavelength_cdom | measurement_wavelength_chl | raw_internal_temp | raw_signal_beta | raw_signal_cdom | raw_signal_chl | time_string
----------+-------+--------------+------------+-------------+-----------------------+------------+--------------------+-----------------------+---------------------+--------------+-------------+--------------------------+-----------------------------+-----------------------------+----------------------------+-------------------+-----------------+-----------------+----------------+-------------
 CE02SHSM | RID27 | 02-FLORTD000 | 3702931200 | telemetered | 3703009515.1359996796 |          5 |         3703009439 | 3703009515.1359996796 |      port_timestamp |           ok |        null |                     null |                         700 |                         460 |                        695 |               556 |             249 |              66 |             77 |        null
 CE02SHSM | RID27 | 02-FLORTD000 | 3702931200 | telemetered |  3703009516.263999939 |          5 |         3703009440 |  3703009516.263999939 |      port_timestamp |           ok |        null |                     null |                         700 |                         460 |                        695 |               556 |             228 |              66 |             78 |        null
 CE02SHSM | RID27 | 02-FLORTD000 | 3702931200 | telemetered | 3703009528.6760001183 |          5 |         3703009453 | 3703009528.6760001183 |      port_timestamp |           ok |        null |                     null |                         700 |                         460 |                        695 |               555 |             292 |              65 |             81 |        null
 CE02SHSM | RID27 | 02-FLORTD000 | 3702931200 | telemetered |  3703009551.248000145 |          5 |         3703009475 |  3703009551.248000145 |      port_timestamp |           ok |        null |                     null |                         700 |                         460 |                        695 |               554 |             265 |              65 |             72 |        null
 CE02SHSM | RID27 | 02-FLORTD000 | 3702931200 | telemetered |  3703009552.376999855 |          5 |         3703009476 |  3703009552.376999855 |      port_timestamp |           ok |        null |                     null |                         700 |                         460 |                        695 |               554 |             273 |              65 |             79 |        null
 CE02SHSM | RID27 | 02-FLORTD000 | 3702931200 | telemetered | 3703009553.5050001144 |          5 |         3703009477 | 3703009553.5050001144 |      port_timestamp |           ok |        null |                     null |                         700 |                         460 |                        695 |               554 |             293 |              66 |             76 |        null
 CE02SHSM | RID27 | 02-FLORTD000 | 3702931200 | telemetered | 3703009560.2760000229 |          5 |         3703009484 | 3703009560.2760000229 |      port_timestamp |           ok |        null |                     null |                         700 |                         460 |                        695 |               554 |             237 |              66 |             81 |        null
 CE02SHSM | RID27 | 02-FLORTD000 | 3702931200 | telemetered |  3703009594.131000042 |          5 |         3703009518 |  3703009594.131000042 |      port_timestamp |           ok |        null |                     null |                         700 |                         460 |                        695 |               553 |             273 |              62 |             71 |        null
 CE02SHSM | RID27 | 02-FLORTD000 | 3702931200 | telemetered | 3703009595.2589998245 |          5 |         3703009519 | 3703009595.2589998245 |      port_timestamp |           ok |        null |                     null |                         700 |                         460 |                        695 |               553 |             241 |              63 |             74 |        null
 CE02SHSM | RID27 | 02-FLORTD000 | 3702931200 | telemetered | 3703009596.3880000114 |          5 |         3703009520 | 3703009596.3880000114 |      port_timestamp |           ok |        null |                     null |                         700 |                         460 |                        695 |               553 |             241 |              61 |             77 |        null
 CE02SHSM | RID27 | 02-FLORTD000 | 3702931200 | telemetered |  3703009597.515999794 |          5 |         3703009521 |  3703009597.515999794 |      port_timestamp |           ok |        null |                     null |                         700 |                         460 |                        695 |               553 |             238 |              64 |             72 |        null
 CE02SHSM | RID27 | 02-FLORTD000 | 3702931200 | telemetered | 3703009598.6449999809 |          5 |         3703009523 | 3703009598.6449999809 |      port_timestamp |           ok |        null |                     null |                         700 |                         460 |                        695 |               553 |             297 |              65 |             78 |        null
 CE02SHSM | RID27 | 02-FLORTD000 | 3702931200 | telemetered | 3703009599.7740001678 |          5 |         3703009524 | 3703009599.7740001678 |      port_timestamp |           ok |        null |                     null |                         700 |                         460 |                        695 |               553 |             309 |              61 |             75 |        null
 CE02SHSM | RID27 | 02-FLORTD000 | 3702931200 | telemetered |  3703009600.904999733 |          5 |         3703009525 |  3703009600.904999733 |      port_timestamp |           ok |        null |                     null |                         700 |                         460 |                        695 |               553 |             244 |              66 |             78 |        null
 CE02SHSM | RID27 | 02-FLORTD000 | 3702931200 | telemetered | 3703009607.6730003357 |          5 |         3703009532 | 3703009607.6730003357 |      port_timestamp |           ok |        null |                     null |                         700 |                         460 |                        695 |               553 |             256 |              66 |             72 |        null
 CE02SHSM | RID27 | 02-FLORTD000 | 3702931200 | telemetered | 3703009608.8020000458 |          5 |         3703009533 | 3703009608.8020000458 |      port_timestamp |           ok |        null |                     null |                         700 |                         460 |                        695 |               553 |             275 |              66 |             74 |        null
 CE02SHSM | RID27 | 02-FLORTD000 | 3702931200 | telemetered | 3703009642.6770000458 |          5 |         3703009567 | 3703009642.6770000458 |      port_timestamp |           ok |        null |                     null |                         700 |                         460 |                        695 |               552 |             250 |              60 |             75 |        null
 CE02SHSM | RID27 | 02-FLORTD000 | 3702931200 | telemetered | 3703009643.7849998474 |          5 |         3703009568 | 3703009643.7849998474 |      port_timestamp |           ok |        null |                     null |                         700 |                         460 |                        695 |               552 |             244 |              66 |             77 |        null
 CE02SHSM | RID27 | 02-FLORTD000 | 3702931200 | telemetered | 3703009644.9130001068 |          5 |         3703009569 | 3703009644.9130001068 |      port_timestamp |           ok |        null |                     null |                         700 |                         460 |                        695 |               552 |             274 |              63 |             76 |        null
 CE02SHSM | RID27 | 02-FLORTD000 | 3702931200 | telemetered | 3703009646.0419998169 |          5 |         3703009570 | 3703009646.0419998169 |      port_timestamp |           ok |        null |                     null |                         700 |                         460 |                        695 |               552 |             293 |              64 |             75 |        null
