
 subsite  | node  | sensor       | bin        | method    | time                  | deployment | internal_timestamp | port_timestamp        | preferred_timestamp | quality_flag | date_string | dcl_controller_timestamp | measurement_wavelength_beta | measurement_wavelength_cdom | measurement_wavelength_chl | raw_internal_temp | raw_signal_beta | raw_signal_cdom | raw_signal_chl | time_string
----------+-------+--------------+------------+-----------+-----------------------+------------+--------------------+-----------------------+---------------------+--------------+-------------+--------------------------+-----------------------------+-----------------------------+----------------------------+-------------------+-----------------+-----------------+----------------+-------------
 CE06ISSM | SBD17 | 06-FLORTD000 | 3628195200 | recovered | 3628197021.8649997711 |          1 |         3628197017 | 3628197021.8649997711 |      port_timestamp |           ok |        null |                     null |                        null |                        null |                       null |              null |               0 |               0 |              0 |        null
 CE06ISSM | SBD17 | 06-FLORTD000 | 3628195200 | recovered | 3628200622.6919999123 |          1 |         3628200618 | 3628200622.6919999123 |      port_timestamp |           ok |        null |                     null |                        null |                        null |                       null |              null |               0 |               0 |              0 |        null
 CE06ISSM | SBD17 | 06-FLORTD000 | 3628195200 | recovered | 3628204223.4349999428 |          1 |         3628204219 | 3628204223.4349999428 |      port_timestamp |           ok |        null |                     null |                        null |                        null |                       null |              null |               0 |               0 |              0 |        null
 CE06ISSM | SBD17 | 06-FLORTD000 | 3628195200 | recovered | 3628207823.4639997482 |          1 |         3628207819 | 3628207823.4639997482 |      port_timestamp |           ok |        null |                     null |                        null |                        null |                       null |              null |               0 |               0 |              0 |        null
 CE06ISSM | SBD17 | 06-FLORTD000 | 3628195200 | recovered | 3628211423.0760002136 |          1 |         3628211418 | 3628211423.0760002136 |      port_timestamp |           ok |        null |                     null |                        null |                        null |                       null |              null |               0 |               0 |              0 |        null
 CE06ISSM | SBD17 | 06-FLORTD000 | 3628195200 | recovered | 3628215022.3150000572 |          1 |         3628215018 | 3628215022.3150000572 |      port_timestamp |           ok |        null |                     null |                        null |                        null |                       null |              null |               0 |               0 |              0 |        null
 CE06ISSM | SBD17 | 06-FLORTD000 | 3628195200 | recovered | 3628218622.4230003357 |          1 |         3628218618 | 3628218622.4230003357 |      port_timestamp |           ok |        null |                     null |                        null |                        null |                       null |              null |               0 |               0 |              0 |        null
 CE06ISSM | SBD17 | 06-FLORTD000 | 3628195200 | recovered | 3628222222.3559999466 |          1 |         3628222218 | 3628222222.3559999466 |      port_timestamp |           ok |        null |                     null |                        null |                        null |                       null |              null |               0 |               0 |              0 |        null
 CE06ISSM | SBD17 | 06-FLORTD000 | 3628195200 | recovered | 3628225823.1800003052 |          1 |         3628225819 | 3628225823.1800003052 |      port_timestamp |           ok |        null |                     null |                        null |                        null |                       null |              null |               0 |               0 |              0 |        null
 CE06ISSM | SBD17 | 06-FLORTD000 | 3628195200 | recovered | 3628229423.9709997177 |          1 |         3628229419 | 3628229423.9709997177 |      port_timestamp |           ok |        null |                     null |                        null |                        null |                       null |              null |               0 |               0 |              0 |        null
